	context	question-X	canquestion-X	answer-Y	judgements	goldstandard1	goldstandard2	Label	Annotation_1	Annotation_2	Annotation_3	Annotation_4	Annotation_5
2677	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Where do you work?	I do I work .	I'm working at the downtown library.	Other#Other#I am not sure how X will interpret Y’s answer#Other#Other	Other	Other	5	5	5	4	5	5
2678	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Did you found your lost puppy?	I did found my lost puppy .	He never came back.	No#No#No#No#No	No	No	2	2	2	2	2	2
2679	X wants to know what sorts of books Y likes to read.	Is the Harry Potter series of any interest to you?	The Harry Potter series is of interest to I .	I find it annoying.	No#No#No#No#No	No	No	2	2	2	2	2	2
2680	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Have you ever been back to our old neighbourhood ?	I have been back to our old neighbourhood .	I visit all those old places a lot.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2681	Y has just told X that he/she is thinking of buying a flat in New York.	Do you have a real estate agent that you're working with?	I have a real estate agent that I 're working with .	I'm working with my friend Jen.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2682	Y has just travelled from a different city to meet X.	Do you go out on the weekends?	I go out on the weekends .	most of them I do	Probably yes / sometimes yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2683	X wants to know what sorts of books Y likes to read.	Do you like series of books?	I like series of books .	I find book series too difficult to read.	No#No#No#Probably no#No	No	No	2	2	2	2	2	2
2684	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you think you might want to go camping this weekend?	I think I might want to go camping this weekend .	If we can share a tent.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	3
2685	X wants to know what activities Y likes to do during weekends.	do you like adventure?	I like adventure .	It's my middle name.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2686	Y has just told X that he/she is thinking of buying a flat in New York.	Do you mind taking the subway?	I mind taking the subway .	I am quite scared of enclosed spaces.	Probably yes / sometimes yes#Yes#Probably yes / sometimes yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2687	X wants to know what activities Y likes to do during weekends.	Do you like going to the cinema or watching films in general?	I like going to the cinema or watching films in general .	I prefer sitcoms.	No#Probably no#No#No#Probably no	No	No	2	2	2	2	2	2
2688	Y has just told X that he/she is thinking of buying a flat in New York.	Would you be willing to provide references and a credit report to a prospective landlord?	I would be willing to provide references and a credit report to a prospective landlord .	Yeah I can do that.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2689	Y has just told X that he/she is considering switching his/her job.	Do you need any help with your resume?	I need help with my resume .	that would be good	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
2690	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Is your job in Portland?	My job is in Portland .	My job is on Vancouver.	No#No#No#No#No	No	No	2	2	2	2	2	2
2691	X wants to know about Y's food preferences.	Do you want to grab a drink before dinner?	I want to grab a drink before dinner .	Let's have a beer.	Yes#Yes, subject to some conditions#Yes#Yes#Yes	Yes	Yes	1	1	3	1	1	1
2692	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Have you been to the park?	I have been to the park .	I took my kids there over the weekend.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2693	X and Y are colleagues who are leaving work on a Friday at the same time.	Did you remember an umbrella?	I did remember an umbrella .	Here it is.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2694	X and Y are colleagues who are leaving work on a Friday at the same time.	Got anything going on on Saturday?	Anything got going on on Saturday .	I am planting the garden.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2695	Y has just told X that he/she is considering switching his/her job.	Are you unhappy at your current job?	I am unhappy at my current job .	I don't feel respected.	Yes#Yes#Yes#Yes#Probably yes / sometimes yes	Yes	Yes	1	1	1	1	1	1
2696	X wants to know what sorts of books Y likes to read.	Did you enjoy reading Harry Potter?	I did enjoy reading Harry Potter .	I devoured all of those books.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2697	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you working?	I am working .	I have three part time jobs.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2698	Y has just told X that he/she is thinking of buying a flat in New York.	Is it on a higher floor?	It is on a higher floor .	It is quite high	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2699	X wants to know about Y's music preferences.	Ever listen to rap?	I ever listen to rap .	I'm not a rap fan.	No#No#No#No#No	No	No	2	2	2	2	2	2
2700	X wants to know about Y's food preferences.	Does a place that\'s cozy sound good?	A place that 's cozy does sound good .	I love a cozy ambiance.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2701	Y has just told X that he/she is considering switching his/her job.	Would you be interested in a job related to customer service?	I would be interested in a job related to customer service .	I hate working with the public.	No#No#No#Probably no#No	No	No	2	2	2	2	2	2
2702	Y has just told X that he/she is thinking of buying a flat in New York.	Is it close to a metro stop?	It is close to a metro stop .	I'll only have to walk two minutes to get to the subway.	Yes#Yes#Yes#Yes#Other	Yes	Yes	1	1	1	1	1	5
2703	X and Y are colleagues who are leaving work on a Friday at the same time.	Will you be driving?	I will be driving .	I'll probably train.	Probably no#No#Probably no#Probably no#Probably no	Probably no	No	2	2	2	2	2	2
2704	X wants to know about Y's food preferences.	Have you ever had allergies to food?	I have had allergies to food .	I can't eat nuts.	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
2705	Y has just travelled from a different city to meet X.	Want to see a sports game?	I want to see a sports game .	I don't like sports	No#No#No#No#Probably no	No	No	2	2	2	2	2	2
2706	Y has just told X that he/she is considering switching his/her job.	Will you have a longer commute if you switch?	I will have a longer commute if I switch .	It is possible.	Probably yes / sometimes yes#In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no	In the middle, neither yes nor no	In the middle, neither yes nor no	4	1	4	4	4	4
2707	Y has just travelled from a different city to meet X.	Did you have any trouble getting here?	I did have trouble getting here .	I got a little lost.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2708	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	How have things been?	I have have things been .	Life is good!	Other#Other#Other#Other#Other	Other	Other	5	5	5	5	5	5
2709	X wants to know about Y's food preferences.	Do you eat organic foods?	I eat organic foods .	I prefer only locally grown and organic.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2710	X and Y are colleagues who are leaving work on a Friday at the same time.	Billy! Are we still going rollerblading tonight?	Billy ! am am we still going rollerblading tonight .	I can't make it tonight	No#No#No#No#No	No	No	2	2	2	2	2	2
2711	X wants to know about Y's food preferences.	Do you play any instruments?	I play instruments .	I'm on the way to tuba lessons right now.	In the middle, neither yes nor no#Yes#Yes#Yes#Yes	Yes	Yes	1	4	1	1	1	1
2712	X wants to know about Y's food preferences.	Want to go to the new pizza place?	I want to go to the new pizza place .	That place is awesome.	Yes#Yes#In the middle, neither yes nor no#Yes#Probably yes / sometimes yes	Yes	Yes	1	1	1	4	1	1
2713	X wants to know what sorts of books Y likes to read.	Do you like adventure stories?	I like adventure stories .	More or less.	In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no#Probably yes / sometimes yes#Probably yes / sometimes yes	In the middle, neither yes nor no	In the middle, neither yes nor no	4	4	4	4	1	1
2714	Y has just told X that he/she is considering switching his/her job.	Have you grown tired of your work routine?	I have grown tired of my work routine .	It's so boring to do the same thing day in and day out.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2715	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Is everything ok?	Everything is ok .	I can't complain.	Probably yes / sometimes yes#Yes#In the middle, neither yes nor no#Yes#Probably yes / sometimes yes		Yes	1	1	1	4	1	1
2716	X wants to know about Y's food preferences.	Do you like vegan food?	I like vegan food .	I prefer non vegan food	No#No#Probably no#Probably no#No	No	No	2	2	2	2	2	2
2717	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you want to the movies?	I want to the movies .	I'm down.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2718	Y has just told X that he/she is considering switching his/her job.	Are you excited to start a new job?	I am excited to start a new job .	I have mixed feelings.	In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no	In the middle, neither yes nor no	In the middle, neither yes nor no	4	4	4	4	4	4
2719	Y has just told X that he/she is thinking of buying a flat in New York.	Do you have a real estate agent that you're working with?	I have a real estate agent that I 're working with .	My brother can help me.	Yes#No#Probably no#No#Yes		No	2	1	2	2	2	1
2720	X wants to know what sorts of books Y likes to read.	Would you like to learn more about history?	I would like to learn more about history .	If you have time to tell me.	Yes, subject to some conditions#Yes, subject to some conditions#Yes#Yes#Yes, subject to some conditions	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	1	1	3
2721	X and Y are colleagues who are leaving work on a Friday at the same time.	Have you tried the new restaurant by work?	I have tried .	I was in it last week	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2722	X wants to know what sorts of books Y likes to read.	Have you ever read a book in a different language?	I have read a book in a different language .	I can't understand any foreign languages.	No#No#No#No#No	No	No	2	2	2	2	2	2
2723	X wants to know what sorts of books Y likes to read.	Have you read any best sellers lately?	I have read best sellers lately .	Only if Diary of a Wimpy Kid counts.	No#Yes, subject to some conditions#I am not sure how X will interpret Y’s answer#No#Yes, subject to some conditions			6	2	3	4	2	3
2724	Y has just told X that he/she is considering switching his/her job.	Is this a profession you want to stay in?	This is a profession I want to stay in .	I enjoy my profession	Yes#Probably yes / sometimes yes#Yes#Yes#Probably yes / sometimes yes	Yes	Yes	1	1	1	1	1	1
2725	X wants to know what sorts of books Y likes to read.	Have you read Stephen King?	I have read Stephen King .	His writing is too scary for me.	Probably yes / sometimes yes#No#No#No#No	No	No	2	1	2	2	2	2
2726	X wants to know what activities Y likes to do during weekends.	Have you been bowling around here?	I have been bowling around here .	I played here just the other day.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2727	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Would you like to grab lunch sometime?	I would like to grab lunch sometime .	It would be great to catch up.	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
2728	X wants to know what sorts of books Y likes to read.	Have you heard about Jojo Moyes new book?	I have heard about Jojo Moyes new book .	It's on my nightstand.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2729	X wants to know about Y's music preferences.	Do you enjoy festivals?	I enjoy festivals .	I can't stand crowds.	No#No#No#No#No	No	No	2	2	2	2	2	2
2730	X and Y are colleagues who are leaving work on a Friday at the same time.	Do guys plan on going out?	Guys plan on going out .	We are staying in.	No#No#No#No#No	No	No	2	2	2	2	2	2
2731	Y has just travelled from a different city to meet X.	Are you tired from your journey?	I am tired from my journey .	I'll sleep like a log tonight.	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
2732	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you happy with your life?	I am happy with my life .	I always thought it would be better.	No#No#No#Probably no#Probably no	No	No	2	2	2	2	2	2
2733	Y has just told X that he/she is considering switching his/her job.	Are you happy to be switching jobs?	I am happy to be switching jobs .	When I get paid more it's encouraging.	Yes#Yes#In the middle, neither yes nor no#Yes#Yes	Yes	Yes	1	1	1	4	1	1
2734	X wants to know about Y's music preferences.	Do you want to learn to dance samba?	I want to learn to dance samba .	I'm not a fan of Latin/Afro music.	No#No#No#No#Probably no	No	No	2	2	2	2	2	2
2735	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Do you remember the old lady that lived by the post office?	I remember the old lady that lived by the post office .	Remind me who she was.	No#Probably no#No#In the middle, neither yes nor no#No	No	No	2	2	2	2	4	2
2736	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Have you got any kids?	I have got kids .	We have two dogs.	No#Probably no#No#No#No	No	No	2	2	2	2	2	2
2737	X and Y are colleagues who are leaving work on a Friday at the same time.	Did you have a productive week?	I did have a productive week .	It was a busy one.	Probably yes / sometimes yes#In the middle, neither yes nor no#Probably yes / sometimes yes#Yes#Yes		Yes	1	1	4	1	1	1
2738	X wants to know what activities Y likes to do during weekends.	Do you enjoy playing any sports?	I enjoy playing sports .	I prefer board games.	No#No#No#No#No	No	No	2	2	2	2	2	2
2739	X wants to know what sorts of books Y likes to read.	Do you prefer to read fiction?	I prefer to read fiction .	It is my preference.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2740	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you very busy these days?	I am these days .	pretty busy at the minute	Yes#Yes#Yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
2741	Y has just told X that he/she is thinking of buying a flat in New York.	Do you mind having a room mate?	I mind having a room mate .	I prefer to live alone.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2742	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Did your mom ever find out we wrecked her car?	My mom did find out we wrecked her car .	She did not	No#No#No#No#No	No	No	2	2	2	2	2	2
2743	X wants to know about Y's food preferences.	Would you be into eating at a diner with burgers?	I would be into eating at a diner with burgers .	I love burgers!	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2744	X wants to know what sorts of books Y likes to read.	Do you prefer to read hardbacks ?	I prefer to read hardbacks .	Paperbacks are more compact.	No#No#Probably no#Probably yes / sometimes yes#No	No	No	2	2	2	2	1	2
2745	Y has just told X that he/she is thinking of buying a flat in New York.	Did you grow up in New York?	I did grow up in New York .	I definitely grew up in Oklahoma.	No#No#No#No#No	No	No	2	2	2	2	2	2
2746	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you living nearby?	I am living nearby .	I've living in town.	Yes#I am not sure how X will interpret Y’s answer#Yes#Yes#Yes	Yes	Yes	1	1	4	1	1	1
2747	Y has just travelled from a different city to meet X.	Would you like to go out tonight?	I would like to go out tonight .	Going out sounds like fun	Yes#Yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Yes	Yes	Yes	1	1	1	1	1	1
2748	X wants to know about Y's music preferences.	Do you like string instruments?	I like string instruments .	they are okay	In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no#In the middle, neither yes nor no	In the middle, neither yes nor no	In the middle, neither yes nor no	4	4	4	4	4	4
2749	X and Y are colleagues who are leaving work on a Friday at the same time.	Are you caught up with your work?	I am caught up with my work .	I have completed all my tasks	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2750	X wants to know what activities Y likes to do during weekends.	Do you mind crowded places?	I mind crowded places .	I like action.	No#No#Probably no#No#No	No	No	2	2	2	2	2	2
2751	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Do you miss all our old friends?	I miss all our old friends .	I've made so many new friends.	Probably no#In the middle, neither yes nor no#In the middle, neither yes nor no#Probably no#In the middle, neither yes nor no	In the middle, neither yes nor no	In the middle, neither yes nor no	4	2	4	4	2	4
2752	X and Y are colleagues who are leaving work on a Friday at the same time.	Are you going to eat out for dinner?	I am going to eat out for dinner .	I am preparing my own pizza's tonight.	No#No#No#No#No	No	No	2	2	2	2	2	2
2753	X wants to know what sorts of books Y likes to read.	Do you read any fiction authors?	I read fiction authors .	I read a lot of fiction authors.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2754	X and Y are colleagues who are leaving work on a Friday at the same time.	Want to go get a drink somewhere?	Want to go get a drink somewhere .	Let's get coffee.	Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes, subject to some conditions#Yes	Yes, subject to some conditions	Yes, subject to some conditions	3	3	3	3	3	1
2755	X wants to know what activities Y likes to do during weekends.	Have you ever been to a roller derby?	I have ever been to a roller derby .	My favorite player is Candy Crunch.	Yes#Yes#In the middle, neither yes nor no#Yes#Yes	Yes	Yes	1	1	1	4	1	1
2756	X wants to know what sorts of books Y likes to read.	Did you read The Help?	I did read The Help .	I can't recall that.	Probably no#Probably no#Probably no#Probably no#Probably no	Probably no	No	2	2	2	2	2	2
2757	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you parents still alive?	I am alive .	sadly they are not	No#No#No#No#No	No	No	2	2	2	2	2	2
2758	X wants to know what sorts of books Y likes to read.	Do you like self help books?	I like self help books .	I don't think much of them.	No#No#No#No#No	No	No	2	2	2	2	2	2
2759	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Have you got roommates?	I have got roommates .	I live alone.	No#No#No#No#No	No	No	2	2	2	2	2	2
2760	X wants to know about Y's music preferences.	Did you ever learn how to play the harmonica?	I did learn how to play the harmonica .	That is something I missed learning.	No#No#No#No#No	No	No	2	2	2	2	2	2
2761	Y has just travelled from a different city to meet X.	Want to go dancing tomorrow night?	Night night .	I'd rather see a movie.	Probably no#No#No#Probably no#Probably no	Probably no	No	2	2	2	2	2	2
2762	Y has just told X that he/she is considering switching his/her job.	Would you be happier in this role?	I would be happier in this role .	I think so.	Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes	Probably yes / sometimes yes	Yes	1	1	1	1	1	1
2763	Y has just told X that he/she is considering switching his/her job.	Do you like working the production line?	I like working the production line .	It is good work	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2764	X and Y are colleagues who are leaving work on a Friday at the same time.	Are you divorced?	I am divorced .	I am now	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2765	Y has just told X that he/she is thinking of buying a flat in New York.	Would you like a lower level flat?	I would like .	I prefer not to use the elevator.	Yes#Yes#Probably yes / sometimes yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2766	X wants to know what sorts of books Y likes to read.	Are you a fan of vampires?	I am a fan of vampires .	I like witches.	No#No#Probably no#I am not sure how X will interpret Y’s answer#In the middle, neither yes nor no		No	2	2	2	2	4	4
2767	X wants to know what sorts of books Y likes to read.	Do you like adventure stories?	I like adventure stories .	I do like to imagine myself on an adventure.	Probably yes / sometimes yes#Yes#Probably yes / sometimes yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2768	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Is your family well?	My family is well .	My cousin is ill.	No#No#No#No#No	No	No	2	2	2	2	2	2
2769	X wants to know about Y's food preferences.	Did you enjoy eating vegetables growing up as a kid?	I did enjoy eating vegetables growing up as a kid .	I always ate everything.	Yes#Yes#Yes#Yes#Probably yes / sometimes yes	Yes	Yes	1	1	1	1	1	1
2770	Y has just travelled from a different city to meet X.	Would you prefer cakes or pies?	I would prefer cakes or pies .	I love cakes.	Yes#Other#Yes#Other#Probably yes / sometimes yes		Yes	1	1	5	1	5	1
2771	Y has just told X that he/she is thinking of buying a flat in New York.	Will you be using public transportation?	I will be using public transportation .	I'll take the subway.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2772	X and Y are colleagues who are leaving work on a Friday at the same time.	Was work stressful today?	Work was stressful today .	It wasn't too bad today	No#No#Probably no#No#No	No	No	2	2	2	2	2	2
2773	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Do you still play football?	I play football .	I broke my leg.	No#Probably no#No#No#Probably no	No	No	2	2	2	2	2	2
2774	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you work next week?	I work next week .	I'm out till next Tuesday.	Probably yes / sometimes yes#Yes#Yes#No#Yes, subject to some conditions		Yes	1	1	1	1	2	3
2775	X wants to know what sorts of books Y likes to read.	Have you ever ready Stephen King books?	I have ready Stephen King books .	I have the whole collection.	Probably yes / sometimes yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2776	X wants to know what sorts of books Y likes to read.	Are you interested in historical novels?	I am interested in historical novels .	It's the only genre I like to read.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2777	X wants to know about Y's food preferences.	Do you eat seafood?	I eat seafood .	When the mood calls.	Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Probably yes / sometimes yes#Yes, subject to some conditions	Probably yes / sometimes yes	Yes	1	1	1	1	1	3
2778	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Are there young families in this neighborhood?	There am young families in this neighborhood .	There are two on this block.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2779	X wants to know about Y's music preferences.	Do you play any wind or string instruments?	I play wind or string instruments .	I never did play any	No#No#No#No#No	No	No	2	2	2	2	2	2
2780	X wants to know about Y's food preferences.	Are you a fan of international cuisine?	I am a fan of international cuisine .	I would say I am	Probably yes / sometimes yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2781	X wants to know what activities Y likes to do during weekends.	Do you like to play team sports?	I like to play team sports .	I enjoy tennis more.	Probably no#Probably no#Probably no#Probably no#No	Probably no	No	2	2	2	2	2	2
2782	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you plan on seeing that new movie?	I plan on seeing that new movie .	I already saw it last night.	No#No#No#Yes#No	No	No	2	2	2	2	1	2
2783	Y has just told X that he/she is considering switching his/her job.	Would you be happy with working on weekends?	I would be happy with working on weekends .	I wouldn't mind it.	In the middle, neither yes nor no#Yes#Yes#In the middle, neither yes nor no#In the middle, neither yes nor no	In the middle, neither yes nor no	In the middle, neither yes nor no	4	4	1	1	4	4
2784	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Have you lived in this area long?	I have lived in this area long .	I've been here for a few weeks.	No#No#No#No#No	No	No	2	2	2	2	2	2
2785	Y has just told X that he/she is considering switching his/her job.	Are you in-line for a promotion?	I am in-line for a promotion .	My job doesn't allow for growth.	No#No#No#No#No	No	No	2	2	2	2	2	2
2786	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Hi neighbor, have you got any hobbies?	I have I got hobbies .	I like to play video games.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2787	Y has just told X that he/she is considering switching his/her job.	Does your work require creativity?	My work does require creativity .	All positions I apply for have creativity as a requirement.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2788	X and Y are colleagues who are leaving work on a Friday at the same time.	Want to grab something to eat?	I want to grab something to eat .	I'm meeting someone tonight, maybe another time.	No#Yes, subject to some conditions#No#No#No	No	No	2	2	3	2	2	2
2789	Y has just travelled from a different city to meet X.	Do you want to go out to eat?	I want to go out to eat .	That would be good	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2790	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Do you have family that live near here?	I have family that live near here .	All of my family lives in New Orleans.	No#No#No#No#In the middle, neither yes nor no	No	No	2	2	2	2	2	4
2791	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Have you seen anyone else from the old neighborhood lately?	I have seen anyone else from the old neighborhood lately .	Shelley and I met at a retreat.	Yes#Other#Yes#I am not sure how X will interpret Y’s answer#Yes	Yes	Yes	1	1	5	1	4	1
2792	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Do you like cats?	I like cats .	I prefer dogs.	Probably no#No#No#In the middle, neither yes nor no#Probably no		No	2	2	2	2	4	2
2793	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Have you been back to visit often?	I have been back to visit often .	I go back once a year.	Probably yes / sometimes yes#In the middle, neither yes nor no#Yes#Yes#Yes, subject to some conditions		Yes	1	1	4	1	1	3
2794	Y has just moved into a neighbourhood and meets his/her new neighbour X.	Do you like to take walks with your dog?	I like to take walks with my dog .	The extra attention walking with a dog is nice.	Yes#Yes#Yes#Yes#Probably yes / sometimes yes	Yes	Yes	1	1	1	1	1	1
2795	X wants to know what sorts of books Y likes to read.	Do you like children books?	I like children books .	when I was a child I did	No#Yes#Probably yes / sometimes yes#No#Yes, subject to some conditions			6	2	1	1	2	3
2796	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you parents still alive?	I am alive .	They are both healthy.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2797	Y has just told X that he/she is thinking of buying a flat in New York.	Can you afford to buy a flat in New York?	I can afford to buy a flat in New York .	It'll be all my savings.	Probably no#Yes#Yes#Probably no#Yes	Yes	Yes	1	2	1	1	2	1
2798	X wants to know what sorts of books Y likes to read.	Do you like books by American authors usually?	I usually .	I prefer International.	No#No#Probably no#Probably no#No	No	No	2	2	2	2	2	2
2799	X wants to know about Y's food preferences.	Have you had Indian food recently?	I have had Indian food recently .	It's too spicy for my taste.	Probably no#No#No#Probably no#No	No	No	2	2	2	2	2	2
2800	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are you a Gemini?	I am a Gemini .	I'm a Scorpio.	No#No#No#No#No	No	No	2	2	2	2	2	2
2801	X wants to know what sorts of books Y likes to read.	Do you prefer biographies?	I prefer biographies .	They're better than fiction.	Yes#Yes#Yes#Yes#Probably yes / sometimes yes	Yes	Yes	1	1	1	1	1	1
2802	X wants to know what activities Y likes to do during weekends.	Are you afraid of heights?	I am afraid of heights .	I can't say I am	No#Probably no#No#No#No	No	No	2	2	2	2	2	2
2803	X wants to know what sorts of books Y likes to read.	Do you like crime thriller books?	I like crime thriller books .	I don't like thrillers.	No#Probably no#No#No#No	No	No	2	2	2	2	2	2
2804	X and Y are colleagues who are leaving work on a Friday at the same time.	Is that big project you were working on done?	That big project I were working on is done .	I'm taking part of it home to work on.	No#No#No#No#No	No	No	2	2	2	2	2	2
2805	X wants to know what sorts of books Y likes to read.	Do you like nonfiction?	I like nonfiction .	I prefer fantasy and adventure!	Probably no#No#No#Probably no#Probably no	Probably no	No	2	2	2	2	2	2
2806	Y has just told X that he/she is considering switching his/her job.	Do you make enough money at your job?	I make enough money at my job .	I'd like to be paid more.	No#Probably no#In the middle, neither yes nor no#Probably no#No		No	2	2	2	4	2	2
2807	X and Y are colleagues who are leaving work on a Friday at the same time.	Do you have a date night all planned out?	I have a date night .	I need some ideas.	No#No#No#No#No	No	No	2	2	2	2	2	2
2808	X wants to know what activities Y likes to do during weekends.	Have you been to the local park?	I have been to the local park .	I go there to run each morning.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2809	X and Y are childhood neighbours who unexpectedly run into each other at a cafe.	Are your parents still living in the area?	My parents am living in the area .	My parents are gone.	No#No#No#No#No	No	No	2	2	2	2	2	2
2810	X and Y are colleagues who are leaving work on a Friday at the same time.	Did your week go well?	My week did go well .	We hit all our goals.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
2811	X wants to know about Y's music preferences.	Want to go to the Drake concert in town?	I want to go to the Drake concert in town .	I'm not a big fan of his.	No#No#Probably no#Probably no#No	No	No	2	2	2	2	2	2
2812	X and Y are colleagues who are leaving work on a Friday at the same time.	Aren't you glad it's Friday?	I am glad .	I thought it would never come.	Yes#Yes#Yes#Yes#Yes	Yes	Yes	1	1	1	1	1	1
